Name,                               English,                                     Translation,                                   Restrictions, Comment
ImageEditor_RotateTool_Info,Click button to rotate clockwise (Shift for anti-clockwise),Click button to rotate clockwise (Shift for anti-clockwise),,image editor tool info
ImageEditor_FreeRotateTool_Info,Click and drag to rotate current brush,Click and drag to rotate current brush,,image editor free rotate tool info
ImageEditor_SelectEllipseTool_Info,"Click and drag to replace selection (Ctrl to add to selection, Shift to subtract from selection)","Click and drag to replace selection (Ctrl to add to selection, Alt to subtract from selection)",,image editor tool info
ImageEditor_SelectRectTool_Info,"Click and drag to replace selection (Ctrl to add to selection, Shift to subtract from selection)","Click and drag to replace selection (Ctrl to add to selection, Alt to subtract from selection)",,image editor tool info
ImageEditor_TextTool_Info,Click to insert text,Haga clic para insertar texto,,image editor tool info
ImageEditor_Warning_GroupSelected,Cannot paint on layer groups,Cannot paint on layer groups,,image editor: group paint warning
ImageEditor_Warning_GroupSelected_Dialog,Cannot paint on layer groups; select a non-group layer,Cannot paint on layer groups; select a non-group layer,,image editor: group paint warning dialog
ImageEditor_Warning_LayerLocked,Cannot paint to a locked or invisible layer,Cannot paint to a locked or invisible layer,,image editor: locked layer warning
ImageEditor_Warning_LayerLocked_Dialog,Cannot paint to the selected layer - it is locked or hidden,Cannot paint to the selected layer - it is locked or hidden,,image editor: locked layer dialog warning
ImageEditor_Select_RectSize,Selection Area: {0}x{1},Selection Area: {0}x{1},,selection rect size
ImageEditor_CurrentFrame,Current Frame:,Fotograma actual,,image editor current frame label
ImageEditor_FrameNumberLabel,{0} of {1} frames,{0} de {1} fotogramas,,label for frame number
ImageEditor_BrushSizeLabel,Size:,Tamaño:,,brush size label
ImageEditor_BrushSmoothLabel,Smooth,Liso,,brush smooth label
ImageEditor_ColourOnlyLabel,Colour only:,Sólo color:,,magic wand colour only label
ImageEditor_ContiguousLabel,Contiguous mode:,Mode contiguo:,,magic wand contiguous mode label
ImageEditor_FillStyle_Stroke,Stroke,Trazo,,shape tool stroke style
ImageEditor_FillStyle_Fill,Fill,Relleno,,shape tool fill style
ImageEditor_FillStyle_Both,Both,Ambos,,shape tool both style
ImageEditor_SwatchMenu_Copy,Copy Colours to Sprite:,Copiar colores al sprite:,,swatch panel menu copy colours 
ImageEditor_SwatchMenu_Import,Import Colours from Sprite:,Importar colores del sprite:,,swatch panel menu import colours
ImageEditor_OnionBurger_Tooltip,Onion skin,Papel de cebolla,,burger button tooltip
ImageEditor_LoopBurger_Tooltip,Loop mode,Modo cíclico,,burger button tooltip
ImageEditor_PlayBurger_Tooltip,Play,Reproducir,,burger button tooltip
ImageEditor_AddLayer_TT,Add Layer To All Frames,Añadir capa a todos los fotogramas,,image editor add layer tooltip
ImageEditor_AddLayerGroup_TT,Add Layer Group,Añadir grupo de capa,,image editor layer tooltip
ImageEditor_ShiftLayerUp_TT,Shift Layer Up,Shift Layer Up,,image editor shift layer up tooltip
ImageEditor_ShiftLayerDown_TT,Shift Layer Down,Shift Layer Down,,image editor shift layer down tooltip
ImageEditor_DeleteLayer_TT,Delete Layer/Group For All Frames,Eliminar capa/grupo para todos los fotogramas,,image editor delete layer tooltip
ImageEditor_EraseColour_TT,Left Or Right Click To Set Eraser,Haga clic izquierdo o derecho para establecer el borraror,,erase colour button tooltip
ImageEditor_LastLayerDeleteTitle,Can't Delete Last Layer,Can't Delete Last Layer,,can't delete last layer title
ImageEditor_LayerLayerDeleteMessage,Can't delete layer - image must have at least one layer,Can't delete layer - image must have at least one layer,,last layer delete message
ImageEditor_SwapColours_TT,Swap left and right colours,Intercambiar colores de la izquierda y derecha,,image editor swap colours tool tip
ImageEditor_Greyscale,Greyscale,Escala de grises,,ie greyscale label
ImageEditor_Blur,Blur,Desenfocar,,ie blur label
ImageEditor_BlurType,Blur Type:,Tipo de desenfoque:,,ie blur type label
ImageEditor_Horizontal,Horizontal,Horizontal,,ie horizontal label
ImageEditor_Vertical,Vertical,Vertical,,ie vertical label
ImageEditor_Both,Both,Ambos,,ie both label
ListBoxEnum_eBlurType_Box,Box,Caja,,blur type enum
ListBoxEnum_eBlurType_Gaussian,Gaussian,Gaussiano,,blur type enum
GridWidgetSettings_Colour,Grid Colour:,Color de cuadrícula:,,zoom widget grid settings colour label
GridWidgetSettings_Alpha,Alpha:,Alfa:,,zoom widget grid settings alpha label
GridWidgetSettings_GridX,Grid X,Cuadrícula X,,grid settings grid x
GridWidgetSettings_GridY,Grid Y,Cuadrícula Y,,grid settings grid y
GridWidgetSettings_Snap,Snap,Ajuste,,grid settings grid snap to grid 
SplitWidgetSettings_NoSplit,No Split,No Split,,split settings no split
SplitWidgetSettings_Horizontal,Split Horizontal,Dividir horizontal,,split settings horizontal split
SplitWidgetSettings_Vertical,Split Vertical,Dividir vertical,,split settings vertical split
Importing,Importing...,Importando...,,Importing
Extracting,Extracting...,Extrayendo...,,Extracting
IncludedFile_AllPlatforms,All,Todas,,caption for all platforms button
IncludedFile_FileName,File Name:,Nombre del archivo:,,Textbox caption for file name
IncludedFile_FileSize,File Size:,Tamaño del archivo:,,caption for file size
IncludedFile_FileSizeKB,{0} KB,{0} KB,,display for file size in kilobytes
IncludedFile_FileSizeMB,{0} MB,{0} MB,,display for file size in megabytes
IncludedFile_NoPlatforms,None,Ninguna,,caption for no platforms button
IncludedFile_Platforms,Platforms: ,Plataformas: ,,caption for platforms buttons/list
IncludedFile_Title,Included File: {0},Included File: {0},,Included file editor window title
IncludedFilesPlatform_Android,Android,Android,,included files platform list entry
IncludedFilesPlatform_Android_YYC,Android (YYC),Android (YYC),,included files platform list entry
IncludedFilesPlatform_GameMaker_Player,GameMaker:Player,GameMaker:Player,,included files platform list entry
IncludedFilesPlatform_HTML5,HTML5,HTML5,,included files platform list entry
IncludedFilesPlatform_iOS,iOS,iOS,,included files platform list entry
IncludedFilesPlatform_iOS_YYC,iOS (YYC),iOS (YYC),,included files platform list entry
IncludedFilesPlatform_Mac_OS_X,macOS,macOS,,included files platform list entry
IncludedFilesPlatform_PlayStation_3,PlayStation 3,PlayStation 3,,included files platform list entry
IncludedFilesPlatform_PlayStation_3_YYC,PlayStation 3 (YYC),PlayStation 3 (YYC),,included files platform list entry
IncludedFilesPlatform_PlayStation_4,PlayStation 4,PlayStation 4,,included files platform list entry
IncludedFilesPlatform_PlayStation_4_YYC,PlayStation 4 (YYC),PlayStation 4 (YYC),,included files platform list entry
IncludedFilesPlatform_PlayStation_Vita,PlayStation Vita,PlayStation Vita,,included files platform list entry
IncludedFilesPlatform_PlayStation_Vita_YYC,PlayStation Vita (YYC),PlayStation Vita (YYC),,included files platform list entry
IncludedFilesPlatform_Tizen_Javascript,Tizen (Javascript),Tizen (Javascript),,included files platform list entry
IncludedFilesPlatform_Tizen_Native,Tizen (Native),Tizen (Native),,included files platform list entry
IncludedFilesPlatform_Ubuntu_Linux,Ubuntu,Ubuntu,,included files platform list entry
IncludedFilesPlatform_Ubuntu_Linux_YYC,Ubuntu (YYC),Ubuntu (YYC),,included files platform list entry
IncludedFilesPlatform_Windows,Windows,Windows,,included files platform list entry
IncludedFilesPlatform_Windows_8_YYC,Windows 8 (YYC),Windows 8 (YYC),,included files platform list entry
IncludedFilesPlatform_Windows_Phone_8,Windows Phone 8,Windows Phone 8,,included files platform list entry
IncludedFilesPlatform_Windows_Phone_8_YYC,Windows Phone 8 (YYC),Windows Phone 8 (YYC),,included files platform list entry
IncludedFilesPlatform_Windows_YYC,Windows (YYC),Windows (YYC),,included files platform list entry
IncludedFilesPlatform_Windows8_Javascript,Windows 8 (Javascript),Windows 8 (Javascript),,included files platform list entry
IncludedFilesPlatform_Windows8_Native,Windows 8 (Native),Windows 8 (Native),,included files platform list entry
IncludedFilesPlatform_XBox_One,Xbox One,Xbox One,,included files platform list entry
IncludedFilesPlatform_XBox_One_YYC,Xbox One (YYC),Xbox One (YYC),,included files platform list entry
IncludedFilesPlatform_Windows_UWP,Windows UWP,Windows UWP,,included files platform list entry
IncludedFilesPlatform_Android_TV,Android TV,Android TV,,included files platform list entry
IncludedFilesPlatform_TV_OS,tvOS,tvOS,,included files platform list entry
InstanceProperties_CreationCode,Creation Code,Creation Code,,instance properties button caption for opening the creation code
InstanceProperties_EditObject,Edit Object,Edit Object,,instance properties button caption for opening the object for edit
InstanceProperties_FlipX,Flip X:,Flip X:,,instance properties checkbox label for flip x
InstanceProperties_FlipY,Flip Y:,Flip Y:,,instance properties checkbox label for flip y
InstanceProperties_PosX,X:,X:,,instance properties numeric box label for x pos
InstanceProperties_PosY,Y:,Y:,,instance properties numeric box label for y pos
InstanceProperties_Rotation,Rotation:,Rotation:,,instance properties numeric textbox caption for rotation
InstanceProperties_ScaleX,Scale X:,Scale X:,,instance properties numeric box label for scale x
InstanceProperties_ScaleY,Scale Y:,Scale Y:,,instance properties numeric box label for scale y
LanguageSelect_Title,Please select a language,Please select a language,,Title of the language select dialog
LayoutManager_DuplicateLayoutID,Failed to load layout '{0}' from file '{1}' as it has a duplicate name,Failed to load layout '{0}' from file '{1}' as it has a duplicate name,,Error message for failing to load a layout entry because its id is a duplicate of an already loaded layout
LayoutManager_DuplicateLayoutName,Multiple layouts with name '{0}' specify with guid to ensure correct selection,Multiple layouts with name '{0}' specify with guid to ensure correct selection,,Log message when an attempt to retrieve a layout by name only (no guid) has multiple options to choose from
ListBoxEnum_eAntiAliasMode_Mono,Off,Apagado,,Anti-aliasing off
ListBoxEnum_eAntiAliasMode_Normal,On,Encendido,,Anti-aliasing on
ListBoxEnum_eGMSoundBitDepth__16bit,16 bit,16 bit,,16 bit audio bit depth ListBox Enum
ListBoxEnum_eGMSoundBitDepth__8bit,8 bit,8 bit,,8 bit audio bit depth ListBox Enum
ListBoxEnum_eGMSoundType__3D,3D,3D,,3D Sound Listbox Enum
ListBoxEnum_eGMSoundType_Mono,Mono,Mono,,Mono Sound Listbox Enum
ListBoxEnum_eGMSoundType_Stereo,Stereo,Estéreo,,Stereo Sound Listbox Enum
ListBoxEnum_eImageBGStyle_BlockPattern,Block Pattern,Block Pattern,,image editor image background style enum
ListBoxEnum_eImageBGStyle_SingleColour,Single Colour,Single Colour,,image editor image background style enum
ListBoxEnum_eAnimLoopMode_PlayOnce,Play once,Reproducir una vez,,image editor anim loop mode enum
ListBoxEnum_eAnimLoopMode_Loop,Loop,Enlazar,,image editor anim loop mode enum
ListBoxEnum_eAnimLoopMode_PingPong,Ping pong,Ping pong,,image editor anim loop mode enum
ListBoxEnum_eImageInterp_Cubic,Cubic,Cúbico,,Image interpolation enum  - cubic
ListBoxEnum_eImageInterp_Linear,Linear,Lineal,,Image interpolation enum  -linear
ListBoxEnum_eImageInterp_Nearest,None,Ninguna,,Image interpolation enum  - nearest / none
ListBoxEnum_eImageSizeUnits_Percent,Percent,Percentage,,image size units enum
ListBoxEnum_eImageSizeUnits_Pixel,Pixels,Píxeles,,image size units enum
ListBoxEnum_eLayerBlendType_Add,Add,Añadir,,Listbox auto-enum blend mode for add
ListBoxEnum_eLayerBlendType_Multiply,Multiply,Multiplicar,,Listbox auto-enum blend mode for multiply
ListBoxEnum_eLayerBlendType_Normal,Normal,Normal,,Listbox auto-enum blend mode for normal
ListBoxEnum_eLayerBlendType_Subtract,Subtract,Substraer,,Listbox auto-enum blend mode for subtract
ListBoxEnum_eRoomEditorParentDeletePreference_DeleteAll,Delete All,Eliminar todo,,
ListBoxEnum_eRoomEditorParentDeletePreference_KeepAll,Keep All,Mantener todo,,
ListBoxEnum_eRoomEditorParentDeletePreference_KeepChanged,Keep Changed,Mantener actualizado,,
ListBoxEnum_eRoomEditorParentDeletePreference_ShowDialog,Show Message,Mostrar mensaje,,
ListBoxEnum_eStandardConfirmPreference_No,No,No,,
ListBoxEnum_eStandardConfirmPreference_ShowDialog,Show Message,Mostrar mensaje,,
ListBoxEnum_eStandardConfirmPreference_Yes,Yes,Sí,,
ListBoxEnum_eStandardAcceptancePreference_OK, OK,Bien,,
ListBoxEnum_eStandardAcceptancePreference_ShowDialog,Show Message,Mostrar mensaje,,
ListBoxEnum_TileDataSize_Bit_16,16 Bit,16 Bit,,drop down list label for 16bit tile data size
ListBoxEnum_TileDataSize_Bit_32,32 Bit,32 Bit,,drop down list label for 32bit tile data size
ListBoxEnum_TileDataSize_Bit_64,64 Bit,64 Bit,,drop down list label for 64bit tile data size
ListBoxEnum_eImageFit_Stretch,Stretch,Estirar,,Stretch Image Scaling option
ListBoxEnum_eImageFit_Tile,Tile,Mosaico,,Tile Image Scaling option
ListBoxEnum_eImageFit_BestFit,Best Fit,Mejor ajuste,,Best Fit Image Scaling option
ListBoxEnum_eImageFit_DesktopStretch,Desktop Stretch,Estirar el escritorio,,Desktop Stretch Image Scaling option
Loading,Loading...,Cargando...,,Loading
Marketplace_Go,Open Marketplace,Abrir mercado,,Open Marketplace
Marketplace_Assets,My Library,Mi librería,,Downloaded assets
Marketplace_Downloads,Downloads,Downloads,,Downloads
Marketplace_Login,Login,Iniciar sesión,,Login
Marketplace_MyLibrary_Overview,Overview,Visión de conjunto,,Overview title
Marketplace_MyLibrary_Header_Title,Title,Título,,Header Title
Marketplace_MyLibrary_Header_Developer,Developer,Desarrollador,,Developer Title
Marketplace_MyLibrary_Header_Rating,Rating,Clasificación,,Rating Title
Marketplace_MyLibrary_Pagination,Page {0} / {1},Página {0} / {1},,Pagination
Marketplace_MyLibrary_Header_Status,Status,Estado,,Status Title
Marketplace_MyLibrary_Screens,Screenshots,Capturas de pantalla,,Screens Title
Marketplace_MyLibrary_ViewMoreFrom,View more from developer.,Ver más por este desarrollador.,,View more from Developer text
Marketplace_MyLibrary_Description,Description:,Descripción:,,Description label
Marketplace_MyLibrary_AgeRating,Age Rating:,Clasificación por edades:,,Age Rating Label
Marketplace_MyLibrary_Version,Version:,Versión:,,Version Label
Marketplace_MyLibrary_VersionLabel,Version {0}. Published {1}.,Versión {0}. Publicado {1}.,,Version label
Marketplace_MyLibrary_PackageContains,Package Contains:,Paquete contiene:,,Package Contains Label
Marketplace_MyLibrary_EULA,End User License Agreement: (EULA),Acuerdo de licencia de usuario final: (EULA),,EULA Label
Marketplace_MyLibrary_Categories,Categories,Categorías,,Marketplace Categories title
Marketplace_MyLibary_AssetVerifying,Verifying...,Verificando...,,Marketplace my library asset being verified label
